make_scenario_id,name,folder,status,trigger,schedule,systems_touched,sends_comms,runs_sampled,errors,error_rate_pct,last_run,last_error,last_error_msg,dlq,last_edited,webhook_url,calls_scenarios,recommendation,reason,gos_replacement,prerequisite_before_disable,risk_level,OWNER_DECISION,OWNER_NOTES
"728643","טופס עדכון סיור לפייפ 7 ixqlleyrtoxql7matrs1m5ueznq3h5s","דיל עבר לוון","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable http","no","9","0","0","2026-07-28T07:55:50.157Z","","","0","2025-04-27T11:10:46.101Z","https://hook.us1.make.com/7ixqlleyrtoxql7matrs1m5ueznq3h5s","p7agxxa1tqont84rumkfu3jgql6tuoix bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"430322","רכישת שובר מתנה > מייצר קופון ושולח במייל + מעדכן פייפדרייב","דיל עבר לוון","active (no recent runs)","gateway:CustomWebHook","{""type"":""immediately"",""interval"":900}","pipedrive airtable gmail drive docs woo","YES","0","0","","","","","0","2024-03-18T08:12:45.032Z","https://hook.us1.make.com/eyjc1xynglma9nbuzktlv9nrq9njp3dw","","NEEDS MANUAL REVIEW","ACTIVE but zero executions in the retained log window — cannot distinguish ""no traffic"" from ""silently broken"". Purpose not inferred from the name.","","Confirm with the business whether this path is still expected to carry traffic.","P2 — operational","",""
"3648282","שליחה חוזרת להזמנות באתר","דיל עבר לוון","active (no recent runs)","gateway:CustomWebHook","{""type"":""immediately""}","airtable woo http","no","0","0","","","","","0","2026-05-06T16:01:54.028Z","https://hook.us1.make.com/va7bjya8sob2h0i4ovhpn43tk0ufln49","bnpdlb34o6ryov1v1utl817q693jw98y","NEEDS MANUAL REVIEW","ACTIVE but zero executions in the retained log window — cannot distinguish ""no traffic"" from ""silently broken"". Purpose not inferred from the name.","","Confirm with the business whether this path is still expected to carry traffic.","P2 — operational","",""
"430740","נסגר 28.3 דיל הפך לוון > שליחת נקודת מפגש בוואטסאפ (wassenger)","דיל עבר לוון","inactive","gateway:CustomMailHook","{""type"":""immediately"",""interval"":900}","pipedrive airtable gmail whatsapp","YES","0","0","","","","","0","2024-03-28T13:29:15.242Z","zsfkq9ns7jlx7nfq2hlwuh45xsmpyvht@hook.us1.make.com","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"1651844","עדכון המוצרים בין הפייפ לאיירטייבל","היסטוריה","inactive","pipedrive:ListProducts","{""type"":""indefinitely"",""interval"":900}","pipedrive airtable","no","0","0","","","","","0","2023-11-14T19:38:29.575Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"892358","עדכון מוצר היסטורי","היסטוריה","inactive","pipedrive:ListDeals","{""type"":""indefinitely"",""interval"":900}","pipedrive airtable","no","0","0","","","","","0","2023-05-23T06:20:16.028Z","","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"4447721","בדיקה אם איש קשר קיים בפייפ ושליחה לאיירטייבל","הכנסת תוכן וואצאפ לדיל","active (live)","gateway:CustomWebHook","{""type"":""immediately"",""maximum_runs_per_minute"":null}","pipedrive airtable gmail","YES","50","0","0","2026-07-26T14:09:19.973Z","","","0","2025-12-08T18:36:56.953Z","https://hook.us1.make.com/7izr7fcey6rn2r08er73k1xshl91rd52","","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"4345044","הכנסת התכתבות וואצאפ לדיל","הכנסת תוכן וואצאפ לדיל","active (live)","airtable:ActionSearchRecords","{""type"":""indefinitely"",""interval"":21600,""restrict"":[{""days"":[1,2,3,4,5,6,0],""time"":[""06:30"",""21:00""],""months"":[1,2,3,4,5,6,7,8,9,10,11,12]}]}","pipedrive airtable gmail","YES","50","0","0","2026-08-03T15:30:06.024Z","","","0","2026-05-24T14:51:31.665Z","","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"4359629","הקמת איש קשר בפייפ","הכנסת תוכן וואצאפ לדיל","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable http","no","50","1","2","2026-07-28T06:35:28.595Z","2026-07-14T16:50:49.097Z","Error: 500 Internal Server Error","0","2026-04-13T16:05:40.779Z","https://hook.us1.make.com/hgesid9rlyyxkjzepa1m7x0s2buvmj7e","ktl4gj73k8pm2kv3bjapgre35khch2cv","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"4548217","מחיקת דטא לאחר שבוע שלא הוקם איש קשר בפייפ","הכנסת תוכן וואצאפ לדיל","active (live)","gateway:CustomWebHook","{""type"":""immediately"",""maximum_runs_per_minute"":null}","airtable","no","50","0","0","2026-08-01T21:04:28.183Z","","","0","2026-02-08T10:20:44.374Z","https://hook.us1.make.com/3ecnuemsjglwvc0ze6uez9msk7l7cjdu","","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live.","none — Airtable housekeeping, Airtable retired","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P3","",""
"4357153","מחיקת הדטא הודעות וואצאפ","הכנסת תוכן וואצאפ לדיל","active (live)","airtable:ActionSearchRecords","{""time"":""23:59"",""type"":""daily""}","airtable","no","33","0","0","2026-08-02T20:59:04.454Z","","","0","2025-10-23T09:10:57.311Z","","","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live.","none — Airtable housekeeping","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P3","",""
"1830833","הוספת הערה בדיל במוצר","הצעת מחיר","inactive+INVALID","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive","no","49","1","2","2026-07-31T07:05:12.438Z","2026-07-31T07:05:12.438Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","0","2024-01-11T09:16:56.093Z","https://hook.us1.make.com/u2hycv09966c3ym4ujzdl3vhyveayo9l","","NEEDS MANUAL REVIEW","Auto-deactivated by Make on 2026-07-30..08-02 after repeated Pipedrive 429 ""daily request budget exceeded"" errors. NOT a deliberate decision.","varies — see audit Part 7","Owner decides restore-vs-retire per row AFTER the Pipedrive API budget incident is resolved.","P1 — customer/payment/accounting","",""
"1443901","הצעת מחיר","הצעת מחיר","active (live)","gateway:CustomWebHook","{""type"":""immediately"",""maximum_runs_per_minute"":null}","pipedrive airtable gmail whatsapp prospero http","YES","44","1","2","2026-07-28T06:40:34.843Z","2026-07-14T16:44:02.236Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","0","2026-04-23T13:59:01.086Z","https://hook.us1.make.com/cycsbjeyktnofk74nf45ua4biydetayt","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live — double-send risk to a real recipient.","Quote module","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P2","",""
"1817282","לאחר החתימה על ההצעה","הצעת מחיר","active (live)","prospero:signedProposals","{""type"":""immediately""}","pipedrive gmail prospero","YES","21","0","0","2026-07-29T17:22:02.140Z","","","0","2025-11-24T17:15:42.525Z","https://hook.us1.make.com/ipge89vxvv5mnhocypqak1c41itajkd2","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live — double-send risk to a real recipient.","Quote module","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P2","",""
"4453116","הקמת מוצר חדש בפייפ לאיירטייבל","הצעת מחיר","active (live)","pipedrive:NewProductEvent","{""type"":""immediately"",""maximum_runs_per_minute"":null}","pipedrive airtable","no","2","0","0","2026-07-22T07:25:02.294Z","","","0","2025-12-10T15:13:19.033Z","https://hook.us1.make.com/7ml61x771mq6r4mk3yrsuo71mitpyy17","","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"430340","[טופל] הוצאת הצעת מחיר חוזרת מפייפדרייב לאייקאונט + שליחה ללקוח","הצעת מחיר","active (no recent runs)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable gmail icount http","YES","0","0","","","","","0","2024-01-29T09:42:39.007Z","https://hook.us1.make.com/0wr59rwerxp2l3arwwghqhyaiwlzcu9i","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8 8l77g8t16kai5onbgy16zumuhp9c4t2c","NEEDS MANUAL REVIEW","ACTIVE but zero executions in the retained log window — cannot distinguish ""no traffic"" from ""silently broken"". Purpose not inferred from the name.","","Confirm with the business whether this path is still expected to carry traffic.","P2 — operational","",""
"3252574","ביטול סיור חשיפה בקוגניטו","חשיפה","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","airtable cognito","no","11","0","0","2026-07-29T13:47:21.352Z","","","0","2024-10-22T10:20:37.960Z","https://hook.us1.make.com/49fde9u4brwt4c3ud3zuba6pvw34uhcr","","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"3162997","העברת לתשלום מהרשמה לסיור חשיפה","חשיפה","active (no recent runs)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable cognito http","no","0","0","","","","","0","2025-09-18T06:43:55.629Z","https://hook.us1.make.com/kurrs17j9qqtyaipm2a4pil6akq6y28s","ktl4gj73k8pm2kv3bjapgre35khch2cv mfvl5zrrgp8s0euqshd39z6fcyat1l6m oln3w9tk9477x05vaquyy4yplyarc142 bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d","KEEP ACTIVE","Protected lead-intake dependency — this is the only path these leads have into GOS.","GOS website_form ingress — NOT credentialed (WEBSITE_FORM_SECRET unset)","Set WEBSITE_FORM_SECRET; fix adapter gaps G1/G2/G3/G4; repoint the form; prove 14 days of parity. Retire Find/Create UTM LAST, pipe4u second-to-last.","P0 — lead loss","",""
"3106389","הקמת סיורי חשיפה","חשיפה","active (no recent runs)","cognitoforms:watchForNewEntries","{""type"":""immediately""}","airtable gmail whatsapp cognito bitly","YES","0","0","","","","","0","2025-02-05T19:41:52.870Z","https://hook.us1.make.com/qwes5nnbm42n12g78oqgxr302bncsoie","","NEEDS MANUAL REVIEW","ACTIVE but zero executions in the retained log window — cannot distinguish ""no traffic"" from ""silently broken"". Purpose not inferred from the name.","","Confirm with the business whether this path is still expected to carry traffic.","P2 — operational","",""
"3314785","וון על דיל שמקושר לדילים נוספים","חשיפה","active (no recent runs)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive","no","0","0","","","","","0","2025-12-17T10:05:31.125Z","https://hook.us1.make.com/8kfaywoyjiby7nuyjr0os2xkwaf5yrxr","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","NEEDS MANUAL REVIEW","ACTIVE but zero executions in the retained log window — cannot distinguish ""no traffic"" from ""silently broken"". Purpose not inferred from the name.","","Confirm with the business whether this path is still expected to carry traffic.","P2 — operational","",""
"4069207","סטטוס משתתפים בסיור חשיפה - מלאי","חשיפה","inactive","gateway:CustomWebHook","{""type"":""immediately""}","airtable cognito","no","0","0","","","","","0","2025-06-19T14:00:36.824Z","https://hook.us1.make.com/9nvpmqj22fsr4wder5gyb1nemjpyrofg","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"4509531","טריגר וובהוק","טריגרים לאוטומציה","inactive","gateway:CustomWebHook","{""type"":""immediately""}","","no","0","0","","","","","0","2026-01-18T08:13:41.797Z","https://hook.us1.make.com/zesgnv1ifec0dvwksjavxmgihtyf5re8","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"4509524","טריגר לאוטומציה - מיידי פייסבוק","טריגרים לאוטומציה","inactive","facebook-lead-ads:NewLeadMultiple","{""type"":""immediately""}","facebook","no","0","0","","","","","0","2026-01-18T07:56:29.648Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"4509527","טריגר לאוטומציה  - פייסבוק חיפוש","טריגרים לאוטומציה","inactive","facebook-lead-ads:WatchLeads","{""type"":""indefinitely"",""interval"":900}","facebook","no","0","0","","","","","0","2026-01-18T07:56:53.945Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"3018034","טופס השתתפות","כללי","active (no recent runs)","cognitoforms:watchForNewEntries","{""type"":""immediately""}","smoove cognito","YES","0","0","","","","","0","2024-08-27T06:52:36.340Z","https://hook.us1.make.com/3i3lvw7758ldeo7dgdj8rmq7p8ah333i","","NEEDS MANUAL REVIEW","ACTIVE but zero executions in the retained log window — cannot distinguish ""no traffic"" from ""silently broken"". Purpose not inferred from the name.","","Confirm with the business whether this path is still expected to carry traffic.","P2 — operational","",""
"698867","בכל דיל חדש הוסף לינקים לטפסים - לאנדוליני","לאנדוליני: אוטומציות חדשות","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive","no","50","0","0","2026-08-03T12:16:41.072Z","","","0","2026-05-05T15:44:48.667Z","https://hook.us1.make.com/z7wlv71kel1iif9ycwhm26zzn7xbzrg7","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"2125961","הרכבת מסר / תוכן","לאנדוליני: אוטומציות חדשות","active (live)","gateway:CustomWebHook","{""type"":""immediately"",""maximum_runs_per_minute"":null}","pipedrive airtable gmail whatsapp bitly","YES","50","0","0","2026-08-03T05:01:11.080Z","","","0","2026-02-23T06:29:04.432Z","https://hook.us1.make.com/xgz3lsdayon0sgxjlui5aooh0lqnh82j","xgz3lsdayon0sgxjlui5aooh0lqnh82j bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live — double-send risk to a real recipient.","Communication Center content assembly","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P1","",""
"830264","מדיל לטופס פילאאוט pre fill","לאנדוליני: אוטומציות חדשות","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable","no","50","5","10","2026-07-31T11:27:41.819Z","2026-07-31T11:27:41.819Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","0","2024-04-10T11:28:18.925Z","https://hook.us1.make.com/bpxeej2ojsw3t4syms2nfnhj68puoiu5","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"1411537","סגירת משימות אוטומטיות אחרי וון","לאנדוליני: אוטומציות חדשות","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive","no","50","0","0","2026-07-30T10:40:36.591Z","","","0","2023-10-03T11:35:45.118Z","https://hook.us1.make.com/xfevay47yhu868jq4emjp33j3jvkw1ud","","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live.","GOS CRM Tasks","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P2","",""
"4131369","פתיחת תיקייה בגוגל דרייב לסיורים כל יום","לאנדוליני: אוטומציות חדשות","active (live)","airtable:ActionSearchRecords","{""time"":""05:59"",""type"":""daily""}","pipedrive airtable drive","no","34","0","0","2026-08-03T02:59:05.966Z","","","0","2025-08-12T14:38:06.290Z","","","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live.","GOS Files / Tour Gallery","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P2","",""
"799554","דיל פתוח ללא משימה מקבל משימה בחצות","לאנדוליני: אוטומציות חדשות","inactive+INVALID","pipedrive:ListDeals","{""time"":""00:00"",""type"":""daily""}","pipedrive","no","30","2","7","2026-07-30T21:00:06.154Z","2026-07-30T21:00:06.154Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","0","2023-03-20T04:19:52.690Z","","","NEEDS MANUAL REVIEW","Auto-deactivated by Make on 2026-07-30..08-02 after repeated Pipedrive 429 ""daily request budget exceeded"" errors. NOT a deliberate decision.","varies — see audit Part 7","Owner decides restore-vs-retire per row AFTER the Pipedrive API budget incident is resolved.","P1 — customer/payment/accounting","",""
"4131439","שליחת הודעות מתוזמנות ב8 בבוקר","לאנדוליני: אוטומציות חדשות","active (live)","datastore:SearchRecord","{""days"":[1,2,3,4,5,0],""time"":""08:01"",""type"":""weekly""}","pipedrive airtable http","no","14","1","7","2026-08-03T05:01:04.924Z","2026-08-02T05:01:03.884Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","0","2025-07-13T11:18:27.254Z","","xgz3lsdayon0sgxjlui5aooh0lqnh82j","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"1445570","טופס משוב - ניסיונות לשיחות","לאנדוליני: אוטומציות חדשות","active (live)","fillout:newSubmission","{""type"":""immediately""}","airtable fillout","no","13","10","77","2026-07-26T06:09:51.656Z","2026-07-26T06:09:51.656Z","Request path contains unescaped characters. URL: https://api.airtable.com/v0/apprCVcUYhZeIYRJB/tbl1JaGS5oKRIkJ","0","2024-01-29T09:42:52.517Z","https://hook.us1.make.com/ynmsrecc9m1nw4v5hey2d5t5rofx7n72","","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"964304","הקמת מוצר חדש מעדכן מזהה בפייפ","לאנדוליני: אוטומציות חדשות","active (live)","pipedrive:NewProductEvent","{""type"":""immediately""}","pipedrive airtable gmail","YES","2","0","0","2026-07-22T07:25:02.475Z","","","0","2024-05-19T08:12:39.634Z","https://hook.us1.make.com/tibef8wlj3onrklnp0x1gsg793oqgsg5","","KEEP TEMPORARILY","Live with recent executions and no verified GOS replacement identified.","","Determine the owning domain and whether GOS covers it before disabling.","P2 — operational","",""
"430347","הוספת מוצר בווקומרס מוסיפה אותו בפייפדרייב ובאיירטייבל","לאנדוליני: אוטומציות חדשות","active (no recent runs)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable gmail","YES","0","0","","","","","0","2024-02-13T08:20:48.001Z","https://hook.us1.make.com/oi7h0k79yk6y1tlye6w5xboye924xe6k","","NEEDS MANUAL REVIEW","ACTIVE but zero executions in the retained log window — cannot distinguish ""no traffic"" from ""silently broken"". Purpose not inferred from the name.","","Confirm with the business whether this path is still expected to carry traffic.","P2 — operational","",""
"1449188","המשך טיפול לאחר שיחת משוב","לאנדוליני: אוטומציות חדשות","active (no recent runs)","gateway:CustomWebHook","{""type"":""immediately""}","airtable gmail whatsapp http","YES","0","0","","","","","0","2025-08-24T06:27:14.176Z","https://hook.us1.make.com/c2kak9py8273iiub8kc9m5wjckwjc4ie","ktl4gj73k8pm2kv3bjapgre35khch2cv yecjljo969ld2lpkgylfg6dgubwzsulu","KEEP ACTIVE","Protected lead-intake dependency — this is the only path these leads have into GOS.","GOS website_form ingress — NOT credentialed (WEBSITE_FORM_SECRET unset)","Set WEBSITE_FORM_SECRET; fix adapter gaps G1/G2/G3/G4; repoint the form; prove 14 days of parity. Retire Find/Create UTM LAST, pipe4u second-to-last.","P0 — lead loss","",""
"704964","מטופס הוספת מדריך/מועמד חדש לאיירטייבל ולפייפ - לאנדוליני","לאנדוליני: אוטומציות חדשות","active (no recent runs)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable","no","0","0","","","","","0","2024-01-29T09:44:30.266Z","https://hook.us1.make.com/n24j8ua6aetpwwsdoscssvpuf2mil2yp","","NEEDS MANUAL REVIEW","ACTIVE but zero executions in the retained log window — cannot distinguish ""no traffic"" from ""silently broken"". Purpose not inferred from the name.","","Confirm with the business whether this path is still expected to carry traffic.","P2 — operational","",""
"430292","לקוחות פרטיים ועסקיים (לא סוכנויות ומפיקים) - מייל+וואטסאפ חודש אחרי פעילות (wassenger)","להדליק אחרי המלחמה....","inactive+INVALID","pipedrive:ListDeals","{""time"":""13:00"",""type"":""daily""}","pipedrive http","YES","31","1","3","2026-07-31T10:00:25.711Z","2026-07-31T10:00:25.711Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","0","2025-01-20T11:36:26.070Z","","xgz3lsdayon0sgxjlui5aooh0lqnh82j bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","NEEDS MANUAL REVIEW","Auto-deactivated by Make on 2026-07-30..08-02 after repeated Pipedrive 429 ""daily request budget exceeded"" errors. NOT a deliberate decision.","varies — see audit Part 7","Owner decides restore-vs-retire per row AFTER the Pipedrive API budget incident is resolved.","P1 — customer/payment/accounting","",""
"430274","לקוחות פרטיים - פולואפ 1 (אישי) בוואטסאפ - 10:00","להדליק אחרי המלחמה....","inactive+INVALID","pipedrive:ListDeals","{""time"":""10:00"",""type"":""daily""}","pipedrive whatsapp","YES","31","1","3","2026-07-31T07:00:06.263Z","2026-07-31T07:00:06.263Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","4","2025-04-14T07:58:34.313Z","","","NEEDS MANUAL REVIEW","Auto-deactivated by Make on 2026-07-30..08-02 after repeated Pipedrive 429 ""daily request budget exceeded"" errors. NOT a deliberate decision.","varies — see audit Part 7","Owner decides restore-vs-retire per row AFTER the Pipedrive API budget incident is resolved.","P1 — customer/payment/accounting","",""
"430266","לקוחות פרטיים - פולואפ 2 (גנרי) בוואטסאפ","להדליק אחרי המלחמה....","inactive+INVALID","pipedrive:ListDeals","{""time"":""10:00"",""type"":""daily""}","pipedrive whatsapp","YES","31","1","3","2026-07-31T07:00:13.874Z","2026-07-31T07:00:13.874Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","0","2025-02-23T10:12:45.874Z","","","NEEDS MANUAL REVIEW","Auto-deactivated by Make on 2026-07-30..08-02 after repeated Pipedrive 429 ""daily request budget exceeded"" errors. NOT a deliberate decision.","varies — see audit Part 7","Owner decides restore-vs-retire per row AFTER the Pipedrive API budget incident is resolved.","P1 — customer/payment/accounting","",""
"430262","לקוחות פרטיים - פולואפ 1 (אישי) בוואטסאפ - 16:00","להדליק אחרי המלחמה....","inactive+INVALID","pipedrive:ListDeals","{""time"":""16:00"",""type"":""daily""}","pipedrive whatsapp","YES","30","2","7","2026-07-31T13:00:11.531Z","2026-07-31T13:00:11.531Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","1","2025-04-14T08:00:41.211Z","","","NEEDS MANUAL REVIEW","Auto-deactivated by Make on 2026-07-30..08-02 after repeated Pipedrive 429 ""daily request budget exceeded"" errors. NOT a deliberate decision.","varies — see audit Part 7","Owner decides restore-vs-retire per row AFTER the Pipedrive API budget incident is resolved.","P1 — customer/payment/accounting","",""
"440466","לקוחות פרטיים ועסקיים - מייל+וואטסאפ יומיים אחרי פעילות לאנשים נוספים שמילאו שאלון (wassenger)","להדליק אחרי המלחמה....","inactive","gateway:CustomWebHook","{""time"":""16:00"",""type"":""immediately""}","pipedrive airtable gmail sheets whatsapp","YES","0","0","","","","","0","2024-02-25T08:27:27.003Z","https://hook.us1.make.com/uih51pumjufpl3608qqg7y6rvnx774ka","qyw6h317896t8zywhn3ih8txy7a8kwwb","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"440472","לקוחות פרטיים - מייל+וואטסאפ יומיים אחרי פעילות (wassenger)","להדליק אחרי המלחמה....","inactive","pipedrive:ListDeals","{""time"":""16:00"",""type"":""daily""}","pipedrive woo http","YES","0","0","","","","","0","2025-03-26T10:06:22.650Z","","xgz3lsdayon0sgxjlui5aooh0lqnh82j 69hxwe4kn3f35ttqkj3ek257qc5kc7qj bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142 qyw6h317896t8zywhn3ih8txy7a8kwwb","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"2034772","דיל הפך ללוסט-שליחה לסמוב","לוסטים ודחייה","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive whatsapp smoove","YES","50","0","0","2026-07-30T08:24:23.672Z","","","0","2025-12-09T14:50:49.643Z","https://hook.us1.make.com/xa6m9k4rj2mhsxi0og5tr2ifh3clogna","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live — double-send risk to a real recipient.","Admin Reports + GOS deal status","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P2","",""
"1070979","לוסט לדיל לאחר 30 יום","לוסטים ודחייה","inactive+INVALID","pipedrive:ListDeals","{""time"":""23:00"",""type"":""daily""}","pipedrive","no","30","2","7","2026-07-30T20:00:10.279Z","2026-07-30T20:00:10.279Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","0","2023-09-04T07:59:05.854Z","","","NEEDS MANUAL REVIEW","Auto-deactivated by Make on 2026-07-30..08-02 after repeated Pipedrive 429 ""daily request budget exceeded"" errors. NOT a deliberate decision.","varies — see audit Part 7","Owner decides restore-vs-retire per row AFTER the Pipedrive API budget incident is resolved.","P1 — customer/payment/accounting","",""
"1353334","לוסט לדיל עיסקי לאחר 60 יום","לוסטים ודחייה","inactive+INVALID","pipedrive:ListDeals","{""time"":""23:00"",""type"":""daily""}","pipedrive","no","30","2","7","2026-07-30T20:00:09.409Z","2026-07-30T20:00:09.409Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","0","2023-09-04T07:56:19.630Z","","","NEEDS MANUAL REVIEW","Auto-deactivated by Make on 2026-07-30..08-02 after repeated Pipedrive 429 ""daily request budget exceeded"" errors. NOT a deliberate decision.","varies — see audit Part 7","Owner decides restore-vs-retire per row AFTER the Pipedrive API budget incident is resolved.","P1 — customer/payment/accounting","",""
